train_loss,val_loss,train_acc,val_acc
1.8331322731909814,1.5460490226745605,0.29308943089430894,0.4448051948051948
1.5790210048873703,1.4105268478393556,0.3991869918699187,0.474025974025974
1.469438473899643,1.3614716351032257,0.43821138211382116,0.4642857142857143
1.3667679730947915,1.3022751748561858,0.474390243902439,0.5032467532467533
1.3286315357530272,1.2409311592578889,0.5036585365853659,0.5535714285714286
1.2624011473222212,1.1413603663444518,0.5386178861788617,0.5941558441558441
1.2208680796932865,1.147998896241188,0.5426829268292683,0.5827922077922078
1.165119249325294,1.1733575075864793,0.5703252032520325,0.5633116883116883
1.112153994572627,1.2664243668317794,0.5943089430894309,0.5113636363636364
1.0709269186118981,1.061643135547638,0.6032520325203252,0.6022727272727273
1.0330289339090322,1.0376075744628905,0.6223577235772357,0.612012987012987
0.9925973097999374,1.008170023560524,0.6414634146341464,0.6314935064935064
0.9605690031856685,1.0606265395879746,0.667479674796748,0.6006493506493507
0.9010180157500428,1.006980511546135,0.6772357723577236,0.6233766233766234
0.8444056526407019,1.0389010280370712,0.7032520325203252,0.5957792207792207
0.7972031150545392,1.1737758934497833,0.7252032520325203,0.5584415584415584
0.7345950073235995,1.0810447007417678,0.751219512195122,0.5957792207792207
0.6928209465045434,1.1489157050848007,0.7723577235772358,0.5584415584415584
0.5741994574472502,0.9866606295108795,0.8195121951219512,0.6461038961038961
0.5095143171099873,0.9887927502393723,0.8467479674796748,0.6574675324675324
0.47981202563682157,0.9866457134485245,0.8601626016260162,0.6542207792207793
0.45640165736148886,1.0214540213346481,0.8670731707317073,0.6428571428571429
0.4344594730185224,1.014623549580574,0.883739837398374,0.6558441558441559
0.4039937164876368,0.9965652137994766,0.8971544715447154,0.663961038961039
0.40081996461013697,1.0075136423110962,0.8971544715447154,0.6607142857142857
0.38123784707738206,1.0112367123365402,0.9089430894308943,0.6607142857142857
0.3910315307703885,1.0051431775093078,0.9040650406504065,0.663961038961039
0.38191243251422785,1.0205738157033921,0.9048780487804878,0.6655844155844156
0.39101616457685245,1.0214869111776352,0.9032520325203252,0.6558441558441559
0.3760759907883483,1.0272378981113435,0.908130081300813,0.6623376623376623
0.382908234735588,1.014213317632675,0.9036585365853659,0.6590909090909091
0.37420202075661,1.0214001476764678,0.906910569105691,0.6525974025974026
0.38221032240174035,1.014963972568512,0.9121951219512195,0.6574675324675324
0.36815945165497915,1.015827837586403,0.9170731707317074,0.6688311688311688
0.38866599697571297,1.0178406894207002,0.9085365853658537,0.6607142857142857
0.3811172726866487,1.0147226810455323,0.9077235772357723,0.6655844155844156
0.386615941276798,1.016813662648201,0.9097560975609756,0.6607142857142857
0.3758985179585296,1.007246759533882,0.9085365853658537,0.663961038961039
0.37460757385600696,1.010603392124176,0.9085365853658537,0.6607142857142857
0.3893984155608462,1.0187614858150482,0.8979674796747967,0.6623376623376623
0.3861521691470951,1.0205786228179932,0.9020325203252032,0.6672077922077922
0.3733690104314259,1.0284861266613006,0.9113821138211382,0.6574675324675324
0.37477813970733,1.0186632186174394,0.9048780487804878,0.663961038961039
0.38434065800982636,1.022969713807106,0.9020325203252032,0.6493506493506493
0.3806675935720468,1.0294751584529878,0.9109756097560976,0.6655844155844156
0.386486905542287,1.0157734364271165,0.9073170731707317,0.6590909090909091
0.3765588944608515,1.013050988316536,0.9065040650406504,0.6655844155844156
0.3853680754636789,1.020384880900383,0.9056910569105691,0.6655844155844156
0.37961132398673464,1.0140056669712068,0.9024390243902439,0.6623376623376623
